...1,census_tract_number,total_population,california_county,children_10_percent,pop_11_64_years_percent,elderly_65_percent,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_percent,zip,nearby_city,ces_3_0_score,sb_535_disadvantaged_community,ozone,pm2_5,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score
5176,6059001708,3786,Orange,8.2,70.8,21,19.8,38.5,1.5,0.1,37.8,2.4,92833,Fullerton,17.73,No,0.046,11.21,8.446,639.42,0,7405.301311,904.07,0,0.5,0.025,7,0.7,42.44,5.23,35.69,5,6.32,7.3,8.8,14,4.2,13.9,32.7,3.39
1337,6047000301,4790,Merced,18.4,75.3,6.3,71.3,9.6,0.5,0.2,16.7,1.6,95334,Livingston,45.03,Yes,0.057,12.89,11.793,751.04,5212.92,72.3609462,585.31,0,6.75,0,7,6,55.9,6.89,42.46,3.68,13.09,43.3,29.1,47.9,15.6,12.9,63.05,6.54
7304,6055201402,2871,Napa,8.6,69.4,22,6.8,88.4,0.5,0.3,2.1,2,94558,Napa,5.36,No,0.035,8.27876414,2.674,619.69,224.23,787.3956871,156.4,0,3,0,3,0,28.64,3.53,26.58,3.45,4.02,5.4,0.5,14.7,6.8,10.6,14.64,1.52
5139,6037401303,2199,Los Angeles,8.9,78.4,12.7,23.8,47,4,0,22.1,3.1,91773,San Dimas,17.93,No,0.057,11.63,14.373,581.61,0,7538.17008,2745.56,0,2,0,6,2,50.55,6.23,41.2,2.3,8.48,5.8,8.4,10.1,5.3,7.4,27.76,2.88
4899,6019004214,4978,Fresno,10.6,71.5,17.9,21.1,66.3,3.6,0.3,5.8,2.9,93711,Fresno,19.14,No,0.06,15.4,18.067,681.2,0,2808.166776,332.82,7,1.5,0,1,0,43.72,5.38,44.41,4.82,6.56,9.1,3.6,26.2,4.7,11.7,34.28,3.55
6759,6111007607,6152,Ventura,10.7,81.8,7.5,12.7,74.2,1.3,0.3,7.9,3.6,93021,Moorpark,9.13,No,0.05,9.53630303,2.2,601.46,433.81,45.60885953,466.58,0,0,0.025,16,0.2,37.4,4.61,30.09,3.62,7.25,3.3,1,5.3,6.2,8.9,19.11,1.98
2596,6085505100,3027,Santa Clara,11.8,78.6,9.6,32.3,27.8,3.3,0.2,32.8,3.5,95110,San Jose,33.8,No,0.035,10.37,44.146,477.23,0,719.5742901,1474.98,71.65,154.65,0.765,3,4.2,59.6,7.34,37.33,5.14,5.99,11.8,10.7,34.7,8.7,16.9,44.39,4.6
2554,6085503401,4915,Santa Clara,17.9,74.8,7.3,81.3,2.5,1.4,0.1,14,0.8,95122,San Jose,34.17,No,0.038,10.37,26.31,479.23,0,194.2879537,2366.06,1.75,2.75,0.02,0,0,35.2,4.34,56.72,6.18,10.84,38.4,32.8,45.6,8.4,31.7,75.99,7.88
4824,6095251903,5308,Solano,13.2,76.1,10.7,26,6.6,37.8,0,25,4.7,94589,Vallejo,19.54,No,0.035,7.85958451,13.32,165.32,0,1551.341146,1162.37,0,0,0,1,0,22.34,2.75,223.3,7.44,14.98,10.9,3.2,36.5,6.6,18.6,68.47,7.1
218,6037224010,2433,Los Angeles,13.6,77.6,8.8,71.3,7.7,14.1,0.4,5.4,1.1,90015,Los Angeles,62.14,Yes,0.046,12.89,44.394,664.07,0,4753.25072,2860.01,15.7,12,2.645,0,0,62.26,7.67,78.84,6.27,8.44,36.8,24.5,84.1,11.6,23,78.14,8.1
211,6037104703,2397,Los Angeles,19.5,76.2,4.3,94.5,2.9,1.8,0,0.3,0.6,91331,Pacoima,62.25,Yes,0.055,11.63,23.143,618.05,0,900.777144,733.44,27.25,52,2.085,4,16.2,65.87,8.11,73.67,5.3,7.69,53.8,25.7,75.1,12.7,22.5,73.98,7.67
7369,6037262302,2818,Los Angeles,11.5,67.2,21.3,3.4,86.7,1,0.1,6.1,2.7,90049,Los Angeles,4.7,No,0.046,11.63,9.703,589.63,2.3,1164.715789,3425.1,0,0,0.1,0,0,42.85,5.28,14.77,2.41,4.99,1.4,3.8,5.8,5.1,7.8,8.58,0.89
862,6077001600,2383,San Joaquin,22.6,70.1,7.3,73,17.6,2,1.1,3.9,2.3,95205,Stockton,50.09,Yes,0.046,13.61,17.3,278.76,0,519.8382852,553.67,1.6,21.6,0.01,12,2.5,47.06,5.8,94.19,5.4,12.94,43.8,24.3,72.2,17.2,19.5,83.34,8.64
3720,6095251701,3372,Solano,13.4,78.6,8,24.5,31.8,24.8,0.9,13.3,4.7,94590,Vallejo,25.95,No,0.035,7.85958451,12.09,165.36,0,1565.572759,471.05,0,34.6,0.01,3,0,25.43,3.13,193.5,6.62,15.18,8.5,7.4,48.1,19.5,24.9,79.87,8.28
1787,6037531603,3568,Los Angeles,17.8,73.9,8.3,97.7,1.3,0.1,0.3,0.5,0.1,90022,Los Angeles,40.67,Yes,0.046,12.05,38.506,647.12,0,17057.76899,417.05,0.8,3.5,0.01,0,1.5,45.46,5.6,62.41,3.96,12.06,51.7,22.6,44,13.5,21.2,70.04,7.26
5677,6059099406,4468,Orange,10.1,71.7,18.2,14.5,66.9,1,0.5,13.4,3.6,92647,Huntington Beach,15.26,No,0.044,11.21,8.156,238.5,0,11315.11533,938.39,7.35,24.5,0.04,1,1,42.88,5.28,30.93,3.46,6.85,3.4,9.1,16.8,5.7,16.4,27.85,2.89
995,6067002100,2377,Sacramento,9.9,80.9,9.2,24.9,35.4,4.7,0.8,28.6,5.7,95818,Sacramento,48.47,Yes,0.046,9.53630303,28.03,80.01,0,514.9399299,1687.25,45.85,52.35,0.56,16,2,58.07,7.15,65.49,4.07,9.01,21.6,20.9,42.1,12.1,33,65.34,6.78
1319,6037407602,4008,Los Angeles,15.5,75.5,9,84.8,6.3,0.9,0.2,7.3,0.5,91744,La Puente,45.19,Yes,0.051,11.21,20.65,824.74,0,34374.44519,679.86,3,6.3,0,2,0.2,48.9,6.02,68.67,4.75,10.73,41.1,14.1,37.1,14.4,29.2,72.35,7.5
6177,6005000101,3907,Amador,7,62.4,30.6,4.9,90.2,0.3,1.5,0.8,2.3,95666,Pioneer,12.54,No,0.055,5.40351577,0.428,467.22,0.03,1.173221875,229.6,0,3,0.1,0,3,23.31,2.87,62.21,3.05,8.77,5.9,0,24.2,16.3,15.8,42.12,4.37
6283,6023000900,5074,Humboldt,8.7,76.4,14.9,5.1,86.2,0.9,1.4,2.4,4,95524,Bayside,12.01,No,0.026,6.18286598,1.604,185.26,0.73,8.286749066,1163.93,7,21.1,0.01,4,6,31.28,3.85,46.48,3.15,5.02,7.5,1.6,36.6,8.4,15.5,30.07,3.12
5654,6071000107,2957,San Bernardino,11.3,78.2,10.5,33.2,51.3,3,0.3,10.1,2,91709,Chino Hills,15.37,No,0.057,12.89,16.945,811.1,0,6846.834883,793.76,0,10,0,4,0,50.66,6.24,23.93,4.97,6.65,4.3,0.9,8.8,8.1,8.7,23.75,2.46
6049,6075016400,3778,San Francisco,4.7,85.7,9.6,12.7,62.7,9.4,0.3,9.8,5.2,94117,San Francisco,13.25,No,0.03,8.69794377,67.68,171.2,0,215.6058597,551.56,0,3.75,0.665,0,0,28.46,3.51,35,5.56,6.88,9.7,1.1,22.1,4.4,18.7,36.45,3.78
5651,6085511000,6402,Santa Clara,14.4,73.2,12.4,7.7,48.6,2.4,0.1,36.5,4.7,94303,Palo Alto,15.38,No,0.033,9.53630303,10.992,267.71,0,191.0242194,1338.82,8.7,24.25,0.385,3,1.25,40.32,4.97,62.63,3.5,7.07,3.9,4.7,7.3,5.9,10.6,29.87,3.1
1435,6037405203,3484,Los Angeles,14.7,75.9,9.4,70,6.4,1,0.3,21.4,0.9,91706,Baldwin Park,44.04,Yes,0.053,11.21,23.13,842.17,0,10326.1748,1257.37,15,1.8,0.125,3,0.2,57.59,7.09,42.89,7.41,7.45,29.7,9,35.7,7.2,25.5,59.86,6.21
7414,6017030706,6020,El Dorado,12.4,74.8,12.8,9.7,79,1.3,0.5,5.9,3.7,95762,El Dorado Hills,4.19,No,0.055,8.69794377,7.315,145.87,0,17.44055498,661.65,5.95,0,0,1,0,22.82,2.81,21.13,1.97,6.34,4.8,0.8,10.7,8.7,4.8,14.36,1.49
4500,6111004711,3432,Ventura,13.1,73.1,13.8,53,6.6,1.6,0.1,36.4,2.2,93033,Oxnard,21.22,No,0.044,9.53630303,15.108,285.13,217.33,758.9265182,382.77,0.9,7.8,0.035,0,0,34.78,4.28,33.16,4.44,6.34,26.2,15.5,44.4,13.9,12.7,47.76,4.95
736,6037240020,5055,Los Angeles,19.6,73.3,7.1,70.9,0.5,27.6,0,0.2,0.7,90002,Los Angeles,51.73,Yes,0.044,12.05,24.76,789.93,0,5241.460893,774.23,8.5,0,0,0,2,47.45,5.84,78.26,7.96,11.01,48.2,14.2,66.3,13.9,26.1,85.33,8.85
5885,6073010011,3633,San Diego,11.6,74.8,13.6,61.1,11.1,5.7,0.1,18.2,3.8,92154,San Diego,14.19,No,0.038,13.31,11.536,161.49,0,1095.833781,408.93,0,0,0,0,0,23.07,2.84,53.72,3.33,8.09,26.1,6.2,34.7,14,12.4,48.14,4.99
877,6037576401,4779,Los Angeles,18.2,77.2,4.6,67.7,5.9,10.7,0.2,13.9,1.7,90813,Long Beach,49.89,Yes,0.042,11.21,163.328,220.01,0,9305.188949,895.51,0.25,8,0.07,4,1.1,45.93,5.66,101.72,6.7,10.02,48.8,17.9,82.1,9.8,39.7,85.05,8.82
4967,6073009511,4427,San Diego,35.1,64.7,0.2,25.9,48.1,12.3,0.8,4.8,8.2,92124,San Diego,18.84,No,0.044,9.53630303,15.328,228.07,0,156.0007805,2573.73,0,4.75,0,7,0.25,33.81,4.16,28.68,5.93,5.29,1.4,0,53,11.6,52,43.61,4.52
4974,6037800504,2497,Los Angeles,8.2,73.5,18.3,6,86.5,1.3,0.3,3.6,2.2,90265,Malibu,18.8,No,0.051,10.37,1.254,225.79,0.04,432.3176518,956.4,10,8,0.6,22,8,50.76,6.25,11.36,7.84,4.58,4.9,1.6,15,7.1,15.5,28.99,3.01
4621,6059032028,3102,Orange,11.3,82.2,6.5,29,55.1,1.6,0.2,10.5,3.6,92691,Mission Viejo,20.62,No,0.05,8.69794377,9.634,228.23,20.93,3119.816373,488.03,0,15,0.01,8,0,39.58,4.87,28.55,5.57,7.47,11.3,9,16.9,7.5,14.6,40.79,4.23
2166,6037482502,3373,Los Angeles,12.4,76.1,11.5,29.3,2.2,0.4,0.1,67.5,0.5,91770,Rosemead,37.18,No,0.048,12.05,23.68,514.56,0,6660.720199,580.59,0,0,0,0,2,41.12,5.07,35.81,6.83,6.26,41.8,45,59.7,15.6,41.1,70.77,7.34
6388,6081608502,2637,San Mateo,9.8,78.6,11.6,19,45.8,1.9,0.1,29.1,4.1,94403,San Mateo,11.49,No,0.033,9.1171234,14.11,395.83,0,193.6925838,1680.71,0,39.75,0,2,1,33.78,4.16,24.46,5,4.06,7.5,9.6,13.5,3.8,15.8,26.62,2.76
1079,6031000800,4858,Kings,17.4,70.5,12.1,54.1,35.9,4.9,0.6,2.3,2.2,93230,Hanford,47.47,Yes,0.062,17.08,9.48,626.5,53.82,163.4521211,310.96,10.5,22,0,0,8,53.43,6.58,138.1,5.34,9.47,25.1,14.2,49.3,14.3,11.2,69.55,7.21
7384,6041117000,4527,Marin,12.5,72.4,15.1,6.1,83.9,0.7,0.2,5.6,3.5,94960,San Anselmo,4.57,No,0.03,7.02122524,6.516,215.14,0,318.4177978,1086.84,12,2,0,1,0.5,23.84,2.94,17.47,4.1,4.14,2.3,0,13.9,5.9,16.6,14.99,1.55
2055,6037408006,3863,Los Angeles,13.4,79.4,7.2,43.3,5.3,5.9,0.2,43,2.4,91792,West Covina,38.25,No,0.053,11.21,20.453,809.05,0.34,12344.21828,632.24,12,4,7,2,2,62.4,7.69,25.37,6.17,4.73,12.1,14.9,30.4,14.3,19.2,47.98,4.98
5516,6111007904,5831,Ventura,11.7,77.2,11.1,28.7,59,1.4,0.6,7.2,3.1,93065,Simi Valley,16.07,No,0.055,9.53630303,10.51,274.97,0,37.429939,1170.44,0,8,0,16,0,34.84,4.29,41.29,2.81,11,19.5,1.9,18,6.5,11,36.11,3.74
5168,6073019302,7344,San Diego,11.3,74.3,14.4,27.1,57.7,4.3,0.4,6.9,3.6,92056,Oceanside,17.76,No,0.042,9.53630303,15.815,483.28,0,41.27107171,458.14,8.85,6,0.375,2,4,38.15,4.7,34.31,4.13,6.92,11.6,3.8,29.9,7.8,17.5,36.45,3.78
312,6037534900,6569,Los Angeles,18.1,75.8,6.1,98,0.7,0.6,0.1,0.2,0.4,90001,Los Angeles,58.85,Yes,0.046,12.05,23.49,629.54,0,6003.704588,1070.58,32.3,39.5,0.05,0,6.75,60.32,7.43,71.27,4.6,11.46,59.4,28.3,59.8,9.3,34.2,76.38,7.92
3491,6037134306,3498,Los Angeles,15.2,75.7,9.1,44.5,26.6,8.2,0.5,17.5,2.7,91304,Canoga Park,27.38,No,0.057,10.37,10.627,618.05,0,377.5617997,1195.52,0.35,12,0.025,2,4,45.42,5.59,33.3,4.96,5,10.9,15.2,36.6,13.5,21.3,47.19,4.89
6526,6081606800,3234,San Mateo,12.6,69,18.4,7,58.1,0.7,0,29.8,4.4,94402,San Mateo,10.53,No,0.033,9.53630303,10.336,509.94,5.97,164.7939562,704.73,0,0,0.6,2,0,33.29,4.1,39.17,4.17,4.31,4.5,7.7,6,7.4,10.9,24.76,2.57
6036,6085512034,3101,Santa Clara,14.6,77.8,7.6,28.6,45.2,4.1,0.4,18.1,3.5,95139,San Jose,13.35,No,0.038,10.37,13.64,472.32,0.41,56.05432629,282.16,19.95,6,0.075,2,0,33.55,4.13,24.97,6.6,4.82,8.7,6.5,9.9,4.5,13.3,31.14,3.23
5459,6037911001,4201,Los Angeles,9.2,73.1,17.7,26.2,64.7,3.7,0.5,2.7,2.3,93544,Llano,16.38,No,0.062,5.34450672,0.682,486.54,167.88,117.9813605,296.86,1,0,0.025,0,0,27.73,3.42,50.06,3.19,9.49,18.6,4.1,44.1,7.4,17.1,46.25,4.8
5628,6001442601,3844,Alameda,12.6,74,13.4,18.8,44.1,1.7,0.2,31.7,3.6,94536,Fremont,15.47,No,0.035,9.1171234,28.098,83.53,0,140.1944372,725.36,13.6,24.5,0.035,0,0,32.22,3.97,45.35,7.05,7.97,2.6,4.6,5.7,4.8,5.3,37.59,3.9
4954,6067009317,5700,Sacramento,13.9,79.2,6.9,25.4,34.8,13.5,0.4,20.6,5.2,95828,Sacramento,18.89,No,0.05,9.53630303,10.681,427.24,0,54.28130421,566.49,1,1.8,0,4,0,27.79,3.42,64.44,5.25,8.95,8.1,7.6,27.4,10.6,12.2,53.21,5.52
3630,6065031200,6878,Riverside,12.6,75.1,12.3,47.7,42.8,4.3,0.3,3.2,1.7,92506,Riverside,26.47,No,0.065,12.05,24.54,960.39,1.24,2828.402531,1164.81,1,0.2,0.21,0,0,56.74,6.99,46.45,5.44,7.61,8.4,0.5,20.2,5,12.1,36.52,3.79
6927,6081603100,3275,San Mateo,12.2,76.6,11.2,13.3,68.8,0.8,0.2,11.8,5.2,94044,Pacifica,8.16,No,0.03,8.69794377,7.758,172.9,0,77.70892735,543.34,9,10,0.1,1,1,25.92,3.19,46.6,3.27,7.28,6,0.6,12.4,3.2,13.8,24.64,2.56
4572,6037296402,3091,Los Angeles,11.4,73.7,14.9,52,38.2,2.9,0.4,3.4,3.1,90732,San Pedro,20.89,No,0.042,11.21,34.196,419.71,0,5506.00169,667.5,0.65,4.5,0.135,8,1.2,47.65,5.87,40.39,3.69,5.14,13.9,5,23.5,11.2,14.3,34.31,3.56
4129,6001432700,2478,Alameda,11.4,72.5,16.1,21.2,47.9,9.8,0.4,16.5,4.1,94577,San Leandro,23.47,No,0.03,8.69794377,30.668,70.6,0,420.0040311,1838.97,2.5,13.25,0,2,0,33.05,4.07,75.08,5.36,9.79,15.7,7.6,24.4,6,15.1,55.61,5.77
4197,6037403702,3794,Los Angeles,9.6,74.1,16.3,40.1,41.9,3.3,0.2,11.8,2.7,91724,Covina,23.08,No,0.057,11.21,17.31,585.12,0,5474.228638,337.13,0,0,0,3,0.5,38.4,4.73,55.58,4.6,9.3,14.8,3.7,20.5,12,8.2,47.05,4.88
1008,6071001706,6231,San Bernardino,17.8,77.3,4.9,74.8,11.7,7.2,0.1,4.3,1.9,91762,Ontario,48.32,Yes,0.062,12.89,29.59,840.14,2.97,5539.186075,471.94,9,3.75,0.07,0,0.2,57.75,7.11,69.05,4.64,12.77,31.8,11.8,51.4,9.8,13.5,65.5,6.79
345,6037503000,6057,Los Angeles,17.2,77.4,5.4,91.8,5.5,0.4,0.1,1.9,0.3,90605,Whittier,58.16,Yes,0.046,12.05,23.492,494.25,0,5413.000459,534.3,37.1,42.1,0.445,2,9.7,60.7,7.48,61.52,5.33,11.41,39,20.4,59.5,8,34.2,75,7.78
4410,6037651221,3291,Los Angeles,10.5,74,15.5,11.3,39,4,0.2,41.8,3.7,90505,Torrance,21.78,No,0.042,12.05,13.291,188.14,0,7431.976214,875.51,0.9,11.25,0.135,0,2,41.41,5.1,27.94,3.7,6.63,8.7,23.2,23.3,9.6,26.1,41.18,4.27
2975,6085505009,6256,Santa Clara,15.5,78.4,6.1,23.9,28.8,7,0.3,35.8,4.2,95134,San Jose,31.1,No,0.035,10.37,29.765,198.55,0,237.3187496,1247.79,95.5,46.7,1.2,3,5.9,53.57,6.6,29.32,6.9,7.48,13.8,11.4,30.4,4.3,12.9,45.45,4.71
5537,6029005801,5997,Kern,14.9,79.6,5.5,28.4,52.3,9.5,0.5,5.3,4,93560,Rosamond,15.94,No,0.065,6.18286598,6.668,624.45,0,29.91672482,512.79,0.25,0,0,0,0.5,24.66,3.04,61.18,4.6,14.05,12,0.4,43.3,8.3,8.4,50.62,5.25
463,6037185203,3200,Los Angeles,15.1,76.3,8.6,84.8,7.4,1.3,0.1,5.8,0.7,90065,Los Angeles,56.09,Yes,0.046,12.89,28.12,225.83,0,3473.316871,713.11,31.9,33.25,0.66,7,0,57.49,7.08,69.42,7.08,7.73,48.6,21.6,59.1,14.7,19.3,76.38,7.92
1561,6085501401,3295,Santa Clara,19.5,73.5,7,75.5,10.6,2.7,0.4,9.3,1.6,95116,San Jose,42.85,Yes,0.035,10.37,33.643,479.23,0,313.7349437,1915.11,13.4,31,0.135,2,8.35,54.05,6.66,47.16,5.58,7.05,41.2,26.9,46.4,7.5,24,62.06,6.44
462,6037434004,2796,Los Angeles,15.2,74.7,10.1,90.6,3.8,0.2,0.4,4.6,0.5,91733,South El Monte,56.09,Yes,0.048,12.05,26.066,779.93,22.49,10743.01172,2241.1,12.25,9.1,0.135,5,2.5,72.14,8.89,54.75,5.88,8.87,43,21.7,61.3,5,5.9,60.87,6.31
4810,6081607500,3636,San Mateo,14.2,76.3,9.5,22.4,44.2,2.4,0,26.6,4.4,94403,San Mateo,19.61,No,0.033,8.69794377,23.14,85.12,0,181.4232757,1828.96,9,76.75,0.1,11,0,42.35,5.22,45.36,4.94,7.08,5.7,11.1,14.5,5,11,36.26,3.76
6707,6085508101,6740,Santa Clara,20.1,68.4,11.5,3.1,27,0.6,0.1,66.4,2.8,95014,Cupertino,9.42,No,0.035,10.37,23.19,294.83,0,306.6887223,1209.32,17,12,0.8,0,0,42.25,5.2,10.67,3.97,5.21,2.8,13,6.9,6.2,5.9,17.46,1.81
6785,6085507904,3367,Santa Clara,11.8,73.7,14.5,2.1,31.1,0.4,0.1,63.6,2.7,95129,San Jose,8.94,No,0.035,10.37,16.23,479.23,0,198.2445437,425.07,3.4,0.75,0,2,0,26.29,3.24,16.47,6.42,5.09,2.5,19.7,5.8,2.9,4.5,26.63,2.76
6541,6067009637,6003,Sacramento,19.5,75.1,5.4,15.5,21.8,15.5,0,40.9,6.1,95757,Elk Grove,10.43,No,0.046,8.69794377,10.73,254.27,0.02,27.31943049,261.7,0,0,0,0,0,16.69,2.06,48.03,5.05,9.85,7.3,8.3,22.1,7.6,16.2,48.94,5.07
2741,6037134304,2882,Los Angeles,11.7,68.8,19.5,28.3,46,4.1,0.2,18.6,2.7,91304,Canoga Park,32.82,No,0.057,10.37,10.42,618.05,0,365.9738792,1105.02,0.2,9.25,0.06,2,0.7,42.11,5.19,51.56,6.15,7.62,13.6,14,36.5,10,23.8,61,6.33
7321,6059075809,3023,Orange,6.5,68.5,25,10.1,74.6,0.5,0.4,12.4,2,92861,Villa Park,5.24,No,0.05,11.21,7.46,517.47,11.06,24383.19437,532.67,0,1.75,0.01,0,5.5,44.16,5.44,11.44,1.3,3.89,1.8,2.7,9.8,9,6.8,9.29,0.96
6227,6037620501,5390,Los Angeles,13,77.4,9.6,14.1,66.4,2.3,0.1,12.3,4.8,90278,Redondo Beach,12.3,No,0.044,12.05,20.89,302.93,0,5487.867648,1643.36,5.5,15,0.25,0,2,51.74,6.37,30.64,3.59,6.05,3.8,1.7,14.5,5.6,10.2,18.62,1.93
4307,6075022901,4640,San Francisco,10.7,82.6,6.7,60.1,24.5,4.5,0.1,8,2.8,94110,San Francisco,22.42,No,0.03,8.69794377,75.946,171.2,0,211.6413699,761.54,1.1,7.8,0.41,0,0,31.92,3.93,57.85,3.96,6.92,30.3,18.5,40.6,12.7,16.7,54.98,5.7
7309,6059042305,3432,Orange,7.5,70.7,21.8,5.5,89.2,0.3,0.1,2.8,2.1,92651,Laguna Beach,5.34,No,0.048,8.69794377,3.284,263.4,0.16,1942.772678,668.59,0,2,0.1,6,0,33.47,4.12,21.35,3.88,4.11,1.2,0,12.5,6.5,12.2,12.48,1.29
7102,6037800332,6665,Los Angeles,9.9,78.5,11.6,6.1,82.9,0.5,0,7.4,3,91301,Agoura Hills,6.9,No,0.051,9.53630303,4.389,433.48,0.07,98.7147607,376.91,1,0,0.035,13,0,30.45,3.75,19.08,4.57,6.37,1.2,3.1,8.1,5.5,6.7,17.73,1.84
1238,6085501600,6854,Santa Clara,11.9,84.4,3.7,49.4,24.7,4.7,0.3,18.2,2.7,95112,San Jose,45.89,Yes,0.035,10.37,33.66,479.23,0,213.0712079,2731.64,7.25,54.05,0.05,3,6.7,52.19,6.43,59.13,6.04,8.1,22.6,11.5,52.6,10.4,34.2,68.84,7.14
1195,6019003201,4398,Fresno,17.2,72.2,10.6,53.2,23.5,5.8,0.6,15.1,1.8,93703,Fresno,46.37,Yes,0.065,15.4,37.354,681.2,0,2768.1704,567.56,0,0,0.01,0,0,46.08,5.68,90.73,7.24,8.37,33.4,6.2,69.8,17.7,28.1,78.78,8.17
3852,6095252707,4753,Solano,13.3,72.1,14.6,21.2,41.1,19.5,0.3,11,6.8,94533,Fairfield,25.01,No,0.04,7.85958451,14.451,258.9,0,628.8946818,377.18,4.6,3,0.2,4,0,29.38,3.62,81.65,5.93,8.76,13.4,3.9,38.2,16.7,23.7,66.63,6.91
2294,6065031100,4584,Riverside,14.7,73.7,11.6,35.4,52.6,6.9,0.7,1.7,2.6,92506,Riverside,36.29,No,0.065,12.05,30.57,960.39,0.06,1623.275158,1459.41,16.5,6,0.02,0,0,58.69,7.23,47.8,4.39,7.85,12.7,1.7,42.7,15.5,17.1,48.4,5.02
926,6099002602,4561,Stanislaus,18.6,73.4,8,53.6,37.4,3.4,0.5,2.6,2.5,95307,Ceres,49.29,Yes,0.055,12.89,19.164,905.32,76.51,673.4413701,1164.92,1,4,0,0,2.5,57.27,7.05,45.24,3.8,11.93,34.5,11.8,58.5,28.7,25.4,67.37,6.99
5429,6059052424,5015,Orange,13,78.9,8.1,23.4,58,2,0.5,13.1,3,92630,Lake Forest,16.52,No,0.05,8.69794377,9.553,407.24,0,3560.361998,531.65,0,2,0,12,1,35.35,4.35,28.19,5.43,7.34,5,4.1,21.5,5.7,19,36.59,3.79
4163,6059099905,3053,Orange,12.5,76.1,11.4,28.6,46.4,1.8,0.6,19.9,2.7,92683,Westminster,23.29,No,0.044,11.21,19.34,445.39,0,14121.71638,3386.56,0.25,2,0,3,1.2,45,5.54,38.28,2.64,8.73,11.1,5.1,32.3,8.2,20.7,40.52,4.2
4758,6059052525,15473,Orange,12.9,78.7,8.4,8.9,39.7,1.8,0.1,44.5,5,92602,Irvine,19.89,No,0.048,9.95548266,30.293,376.93,131.61,17332.75939,1569.04,4.8,0,0.175,0,0,53.12,6.54,19.05,5.73,4.66,4.3,9.4,18.8,6.2,13.4,29.32,3.04
7513,6013391000,2556,Contra Costa,10.4,67.2,22.4,5.8,74.8,2.5,0.1,11.8,5,94707,Berkeley,2.62,No,0.03,8.69794377,22.501,70.6,0,652.2015502,242.5,0,3,0.01,12,0.5,26.05,3.21,23.42,2.07,3.22,1.1,2.5,15.3,3.8,8.6,7.87,0.82
3149,6029001802,5408,Kern,13.4,73.4,13.2,27.7,57.2,7,0.9,4.7,2.5,93309,Bakersfield,29.89,No,0.062,18.76,25.939,865.15,0,245.1298066,905.44,0.25,0,0,0,0,44.61,5.5,82.51,5.47,11.06,6.2,0.9,24.9,8.7,12.3,52.45,5.44
3632,6067007801,5481,Sacramento,11.2,72.6,16.2,11.8,74,6,0.5,3.7,4,95608,Carmichael,26.45,No,0.051,9.53630303,8.212,491.41,0,57.1224497,1046.52,12,10.75,0,7,0,39.08,4.81,85.48,4.47,6.92,8.6,0,42.3,19.7,22.2,52.99,5.5
5196,6111008500,8420,Ventura,11.1,78.1,10.8,16,69.4,1.2,0.2,9.8,3.4,93065,Simi Valley,17.65,No,0.055,9.53630303,6.043,492.77,0.08,31.09899765,1331.42,1,5,0.035,11,1.4,41.6,5.12,36.19,4.21,9.83,7.8,2.9,10.1,5.8,11.6,33.2,3.44
1142,6029004000,7704,Kern,18.8,76.5,4.7,83,13.5,1.4,0.5,1,0.6,93263,Shafter,46.91,Yes,0.062,18.76,6.819,783.04,2606.2,660.5891546,213.19,8.1,5.25,0.5,0,0,54.18,6.67,46.54,4.88,11.45,42.3,21.4,57.1,11.3,16.9,67.79,7.03
6397,6037463800,3869,Los Angeles,10.6,68.4,21,13.6,67,3.3,0.2,12.7,3.2,91105,Pasadena,11.45,No,0.051,11.21,18.35,621.49,0,2945.953609,1995.62,14,0,0,3,0.1,48.39,5.96,20.2,6.32,4.23,1,0.5,6.5,5.4,6,18.52,1.92
4381,6073003212,4053,San Diego,11.8,71.8,16.4,44.9,15.8,10.9,0.1,24.4,3.9,92139,San Diego,22.02,No,0.04,11.21,20.06,317.52,0,380.7435198,1448.93,1,0,0,0,0,31.3,3.85,57.58,4.82,8.33,20.1,9.6,24.7,8.9,22.2,55.09,5.71
763,6019001600,5099,Fresno,15.4,72.2,12.4,65.7,23.5,0.8,0.5,8.1,1.5,93625,Fowler,51.33,Yes,0.065,15.82,15.878,705.69,2052.69,4698.841449,134.68,9,1.5,0.01,0,3.5,57.16,7.04,78.81,5.77,10.02,32.9,10.8,55.7,8.1,19.6,70.29,7.29
3638,6085509000,7407,Santa Clara,15.5,77.1,7.4,47.3,25.5,1.8,0.3,22.2,2.9,94085,Sunnyvale,26.4,No,0.035,10.37,22.614,256.91,0.01,411.0849141,1581.6,62.2,90.55,0.385,0,0,46.62,5.74,37.17,4.6,6.01,27.8,19.9,34.5,6.2,16,44.33,4.6
7269,6075030800,5667,San Francisco,10,69.6,20.4,6.5,56.6,1.5,0.1,30.9,4.5,94127,San Francisco,5.69,No,0.03,8.27876414,40.17,171.2,0,191.2265965,1180.15,0,4,0.01,0,0,25.58,3.15,19.41,4.63,4.09,2.9,5.2,7.5,4.6,12.1,17.4,1.8
